budget_normalized,urgency_score,engagement_score,property_match_score,response_time_score,communication_quality_score,location_preference_match,lead_score_target,tier
0.7818,10.7211,10.8128,43.8725,40.1338,66.6232,0.308,45.45,COLD
0.4282,27.1388,89.8945,90.0445,61.9551,10.952,0.9647,54.39,WARM
0.6379,35.7598,74.3776,86.8809,43.2373,25.5598,0.4967,56.36,WARM
0.8562,47.8918,33.2245,34.4156,26.2327,72.1184,0.0599,62.16,WARM
0.6311,49.391,50.2278,69.6009,42.6119,79.359,0.8357,52.99,WARM
0.3477,85.6195,66.1759,66.0499,9.529,98.5867,0.2272,65.94,WARM
0.6625,77.0559,2.405,77.1212,70.6956,25.3224,0.8788,58.73,WARM
0.6719,1.8852,50.1541,36.5929,82.9193,84.1439,0.9164,48.27,COLD
0.9606,45.5022,73.2395,5.2236,30.74,17.2103,0.0728,53.18,WARM
0.3709,61.8074,18.8225,17.1039,56.6477,13.0878,0.5824,34.76,COLD
0.4251,46.0396,44.3791,61.6554,23.2149,72.9204,0.9815,48.48,COLD
0.8121,13.0645,53.253,77.51,12.746,44.5872,0.9309,47.95,COLD
0.5058,39.7474,73.5565,75.6049,66.3619,79.3923,0.5252,59.08,WARM
0.7366,41.1656,96.4454,58.3682,13.4108,28.2565,0.6805,57.08,WARM
0.4597,18.7716,84.8276,8.4758,78.1979,21.3194,0.6043,41.82,COLD
0.2155,75.6307,62.1518,1.7289,27.1755,54.8799,0.2033,39.85,COLD
0.7452,32.1401,58.3641,78.2142,81.8513,11.531,0.653,46.6,COLD
0.1312,58.8987,60.3187,54.9376,36.8505,27.8749,0.3331,42.32,COLD
0.1986,51.573,54.5179,78.2712,36.8843,16.6237,0.338,40.64,COLD
0.6268,87.7427,5.9363,16.2788,75.0573,32.0047,0.42,38.22,COLD
0.7473,12.2015,69.8296,40.7423,51.0266,76.5499,0.8522,52.21,WARM
0.8947,11.4263,71.6337,91.9169,20.0977,12.0742,0.2383,54.08,WARM
0.2726,30.032,51.248,17.1598,85.0409,61.1869,0.2508,46.64,COLD
0.1107,43.1215,87.0388,6.1527,34.0153,58.4766,0.0073,36.28,COLD
0.956,29.8542,67.2437,65.3467,10.2777,53.8131,0.155,62.87,WARM
0.1544,76.3187,36.2665,59.4536,41.6001,48.4248,0.9787,51.21,WARM
0.1977,24.5266,1.9694,95.2031,57.3962,66.3861,0.4339,33.76,COLD
0.2913,8.4775,5.9162,90.6468,60.9885,85.1811,0.1952,38.14,COLD
0.5294,41.38,35.1798,74.943,83.5608,16.2037,0.9657,58.41,WARM
0.8828,77.3379,46.2105,1.9157,54.1407,81.4131,0.0271,61.77,WARM
0.7605,85.0562,16.6871,48.0387,22.371,6.1476,0.4842,51.29,WARM
0.7082,73.3345,18.9328,89.6102,26.1666,48.2124,0.8046,55.0,WARM
0.1752,55.7887,23.0211,43.3651,10.0841,51.1466,0.7728,36.2,COLD
0.3577,72.4192,78.0513,96.2146,73.5924,19.7586,0.1892,62.61,WARM
0.4784,68.139,77.1288,65.2488,10.5942,8.9673,0.7078,43.6,COLD
0.1474,23.4367,38.2939,10.9457,60.5813,7.4911,0.6223,22.7,COLD
0.2734,55.0759,17.2364,50.9272,59.6947,3.7234,0.6753,29.36,COLD
0.3083,77.0609,11.0908,69.5617,78.5504,57.3593,0.2661,49.93,COLD
0.1273,31.7121,8.7129,6.5369,7.463,15.5475,0.8107,9.96,COLD
0.5502,65.3973,39.1279,34.465,20.2911,80.8705,0.5592,52.34,WARM
0.705,48.148,4.5542,71.7081,90.9562,89.8953,0.7251,57.23,WARM
0.0699,50.3159,33.3635,15.7071,57.2237,29.2408,0.9396,23.25,COLD
0.4811,9.0055,96.1533,34.834,45.769,16.4466,0.8555,42.04,COLD
0.7822,66.6217,50.7505,68.991,74.7676,40.9612,0.7823,68.05,WARM
0.748,86.5687,82.2645,77.5541,90.253,88.157,0.2896,87.68,HOT
0.8151,14.1431,12.9266,51.8512,26.301,39.9819,0.0541,35.68,COLD
0.4482,36.6106,26.8079,95.6858,90.1476,10.8336,0.5746,42.85,COLD
0.8206,4.8667,94.6546,92.5331,10.8695,98.4668,0.0345,74.99,WARM
0.2408,2.9632,38.3552,47.3437,97.7683,49.9675,0.7142,36.11,COLD
0.3608,98.9658,64.8406,16.0274,16.4852,34.2371,0.7368,49.72,COLD
0.1764,49.3472,97.6127,77.2932,26.6236,89.3621,0.5629,53.3,WARM
0.4675,35.5519,55.0788,24.314,9.6594,92.7403,0.1682,44.78,COLD
0.3921,27.4877,30.5346,84.2821,80.3677,49.6804,0.8757,55.63,WARM
0.2409,98.0013,53.1948,58.7144,98.4232,30.6716,0.5959,59.25,WARM
0.7518,25.2251,5.4637,39.4093,29.6977,48.2634,0.5149,43.96,COLD
0.3138,72.5708,11.237,55.6383,32.5612,21.9282,0.5676,38.55,COLD
0.2728,28.3758,0.7171,53.2809,27.898,47.8238,0.0829,23.07,COLD
0.1309,7.049,88.421,92.4733,15.4828,22.9431,0.7404,36.66,COLD
0.4388,68.3277,67.128,21.4363,78.7444,62.2203,0.0608,49.78,COLD
0.303,0.1631,29.833,92.8158,6.072,75.9889,0.5784,36.79,COLD
0.3693,67.5749,22.1161,3.1341,96.7774,96.9428,0.1693,53.13,WARM
0.236,25.0377,68.3077,76.9203,92.7316,84.257,0.2077,54.61,WARM
0.7632,74.6104,91.9532,91.9668,11.8439,8.6135,0.2333,66.69,WARM
0.93,76.975,29.9139,39.4052,52.9524,21.1523,0.0143,54.0,WARM
0.4979,72.4107,32.1559,7.3067,99.2851,53.1692,0.8918,51.48,WARM
0.643,2.4483,85.4241,80.4668,85.2619,25.7591,0.8042,50.63,WARM
0.8672,70.3737,89.3376,84.2865,71.5134,1.4365,0.0313,67.89,WARM
0.9988,99.0146,91.4037,33.6257,2.2461,75.4791,0.057,80.37,HOT
0.6135,24.2625,29.3154,51.8593,6.8377,35.7772,0.7829,36.71,COLD
0.8898,27.4239,12.0313,80.9469,79.4017,6.61,0.0068,49.39,COLD
0.9086,81.3527,43.9998,19.2043,37.6445,50.8836,0.469,58.67,WARM
0.7915,16.0397,29.5765,62.8976,66.8432,97.7209,0.1073,58.43,WARM
0.4609,66.0584,88.3867,43.0631,73.9182,67.8539,0.5916,63.88,WARM
0.0812,75.5026,3.6635,17.4416,42.2184,15.8766,0.9983,22.57,COLD
0.0158,3.7161,63.388,83.144,14.3382,51.4296,0.172,29.33,COLD
0.4772,55.3762,90.6181,32.4681,38.6695,90.1722,0.9567,57.91,WARM
0.4943,57.5877,97.667,93.4426,87.1048,5.4244,0.8655,68.19,WARM
0.4074,30.3443,65.0131,56.8934,33.1086,63.7893,0.9859,47.3,COLD
0.5682,87.6345,94.9923,51.451,6.2649,72.1273,0.7662,65.66,WARM
0.5522,16.275,7.5659,42.3306,95.9131,70.4012,0.857,41.78,COLD
0.8366,36.4195,35.9278,40.0671,68.0677,15.017,0.5946,49.52,COLD
0.1087,84.8669,0.8715,81.7966,54.0857,90.7279,0.8673,42.71,COLD
0.2252,19.0643,98.1184,67.7501,82.9107,32.2271,0.1115,56.28,WARM
0.793,82.1374,90.2726,77.369,41.1161,5.1742,0.7417,68.13,WARM
0.8478,7.9069,2.8053,42.1084,98.5116,8.3221,0.6287,40.98,COLD
0.9948,48.9229,1.8133,26.1437,85.7573,45.7577,0.0598,41.79,COLD
0.8729,7.5331,36.6969,8.6865,28.0545,3.9982,0.2916,34.1,COLD
0.8899,67.7904,25.8538,77.6656,37.1048,77.9553,0.2161,58.63,WARM
0.3143,79.0601,84.6932,41.5276,27.5743,86.5824,0.4052,53.36,WARM
0.4017,84.9859,16.0484,50.9224,65.9341,1.3373,0.1984,56.72,WARM
0.2681,98.1262,79.0649,46.9343,63.9332,81.0014,0.2748,64.92,WARM
0.6063,67.2016,55.446,43.1138,52.2506,98.1206,0.296,67.32,WARM
0.9388,76.9062,37.7392,68.39,96.584,3.0368,0.5998,70.9,WARM
0.3446,50.5758,14.572,60.8734,47.2275,72.4967,0.1349,47.67,COLD
0.557,91.2737,99.7691,97.2054,78.3722,99.9094,0.2411,83.55,HOT
0.2963,64.3758,61.7986,13.8904,65.8095,79.7119,0.3171,57.31,WARM
0.1698,88.3551,43.9382,57.3519,51.8185,50.5357,0.4491,53.78,WARM
0.1952,23.5452,37.1128,6.324,4.2095,88.4823,0.0381,27.44,COLD
0.0579,49.6738,90.5728,80.7918,65.7495,70.7932,0.9992,56.59,WARM
0.9493,72.9819,82.1192,61.6311,64.2595,29.2452,0.3004,72.66,WARM
0.4029,20.2722,81.1186,42.8379,12.4874,22.432,0.2873,40.53,COLD
0.8341,21.134,61.6198,80.2236,79.5915,51.2544,0.5549,62.3,WARM
0.6813,97.8043,88.7957,45.5003,46.6994,37.2991,0.854,71.49,WARM
0.1919,43.461,29.9278,22.7786,32.4146,32.9468,0.4568,38.13,COLD
0.1755,18.1815,70.3706,47.2501,82.3959,17.7925,0.2488,33.18,COLD
0.812,33.1464,40.4448,7.0832,34.3371,84.5286,0.5659,53.68,WARM
0.2647,39.7376,59.9999,89.7861,62.1851,70.5015,0.4829,51.46,WARM
0.9133,62.3085,99.8153,73.0958,61.7915,33.1321,0.4231,82.06,HOT
0.1401,92.3015,98.4525,76.0316,5.2806,23.7667,0.9839,54.29,WARM
0.6777,98.659,51.2619,87.4493,42.2834,12.8138,0.996,67.62,WARM
0.8145,65.1699,57.3863,79.1573,22.2779,11.2513,0.5619,59.31,WARM
0.2353,69.9922,89.7322,43.1853,19.9571,62.5478,0.068,43.9,COLD
0.2762,32.1829,98.5636,11.8636,65.4962,10.8817,0.5669,51.17,WARM
0.9645,85.7159,77.8608,37.3365,1.141,96.0213,0.9525,67.43,WARM
0.2646,21.7798,6.5184,93.4085,96.9079,27.9135,0.9257,39.19,COLD
0.43,10.6381,32.264,94.909,39.5391,2.5805,0.2155,32.52,COLD
0.4325,97.3256,89.6562,76.7871,29.8804,85.533,0.1901,64.58,WARM
0.253,86.4139,76.8353,20.4431,91.9974,36.7587,0.1523,53.89,WARM
0.7758,30.3645,74.2233,19.445,48.6672,34.2966,0.8198,48.56,COLD
0.7718,67.5171,66.7923,87.9772,61.4325,11.8621,0.4901,60.84,WARM
0.3783,46.7018,41.5264,14.1916,69.5851,66.0422,0.338,42.62,COLD
0.8351,32.3128,40.3241,58.4137,87.1411,35.8793,0.3248,49.06,COLD
0.2131,28.6774,80.8932,37.8252,12.9742,82.2995,0.2754,43.07,COLD
0.0043,13.6027,29.378,30.2011,8.1653,63.0618,0.8826,19.72,COLD
0.5712,54.9318,68.4832,67.7382,99.3711,87.9912,0.4097,55.46,WARM
0.9941,44.6597,72.6209,95.9569,0.8884,62.2561,0.244,66.4,WARM
0.0386,51.2186,84.4556,77.7634,70.8195,77.9278,0.7104,56.98,WARM
0.208,21.5357,31.9886,48.6163,61.1065,69.6539,0.6355,30.96,COLD
0.5189,93.8611,74.1889,44.0712,55.2551,46.2592,0.7154,65.9,WARM
0.8099,63.8591,10.649,90.7664,78.5828,68.8674,0.822,65.67,WARM
0.089,89.9601,13.8062,57.8107,99.2473,66.3617,0.1012,43.12,COLD
0.3952,10.9271,41.7336,49.6639,4.6886,0.6704,0.002,28.34,COLD
0.7471,62.2851,5.5226,68.2836,61.453,69.8638,0.0506,59.74,WARM
0.3715,84.9462,94.7698,23.7154,71.6778,26.216,0.7068,54.2,WARM
0.1888,33.0921,90.1896,6.3735,30.5939,54.1823,0.9345,37.78,COLD
0.1955,19.5143,4.8934,85.5111,89.2861,11.1332,0.3311,38.39,COLD
0.41,26.5021,83.8312,60.7262,45.6993,2.3023,0.7812,41.94,COLD
0.4794,27.2934,50.8874,16.4877,16.4478,1.512,0.7292,34.19,COLD
0.8618,44.7199,70.1963,29.8048,85.4408,15.8195,0.9781,53.73,WARM
0.6423,32.5964,88.6931,98.9934,94.2926,1.9893,0.4708,63.99,WARM
0.6904,27.1274,57.6974,63.4424,9.9515,13.2397,0.1661,48.29,COLD
0.983,64.8512,11.6327,63.6112,75.1681,55.9174,0.7652,50.5,WARM
0.4118,5.3032,0.2579,7.2164,21.5014,40.0273,0.8188,15.97,COLD
0.4034,34.0364,49.6922,96.8992,0.6722,98.0748,0.7073,53.39,WARM
0.9233,68.9752,94.9232,89.2783,26.0614,80.8694,0.8632,81.08,HOT
0.2459,17.585,57.2622,54.7782,85.491,14.6776,0.3712,36.74,COLD
0.7298,22.0928,37.2939,30.9389,14.1184,41.6789,0.6903,34.82,COLD
0.7546,20.0667,3.0922,69.8055,13.0669,43.0971,0.2638,42.73,COLD
0.0978,0.0926,91.4979,83.3374,73.9048,36.2117,0.4464,42.66,COLD
0.4682,47.3768,32.7157,78.6121,40.636,49.559,0.2425,51.26,WARM
0.2006,3.8959,70.4777,97.7047,14.8486,66.9875,0.1545,44.63,COLD
0.1854,27.294,69.4237,63.6855,23.0,64.089,0.036,40.0,COLD
0.4638,99.4803,25.3883,32.1225,79.4602,35.7099,0.6714,58.27,WARM
0.2894,91.8396,6.3778,49.7928,62.3269,70.5046,0.8753,44.66,COLD
0.7961,21.5076,38.5,81.6317,76.0929,28.9485,0.3144,60.6,WARM
0.9076,31.0002,31.7131,26.5343,9.7773,83.5468,0.4292,55.15,WARM
0.8027,46.3705,70.0256,23.1408,45.8104,96.4372,0.0035,66.29,WARM
0.266,84.4414,81.9782,72.4835,79.7106,29.4737,0.4129,60.82,WARM
0.2741,80.2646,22.2445,44.4427,26.5793,78.4689,0.2813,57.26,WARM
0.2547,12.6241,52.8231,81.657,16.9189,81.3426,0.5742,42.29,COLD
0.135,12.4449,4.0608,14.3684,38.1784,49.0763,0.9085,18.76,COLD
0.9438,41.6732,21.4256,33.5696,33.338,8.7747,0.5062,45.35,COLD
0.402,87.0095,76.1762,26.81,18.5473,78.6182,0.6755,50.78,WARM
0.2247,88.2085,79.3398,69.7868,95.3945,40.7478,0.7055,69.68,WARM
0.8467,10.7366,77.6404,75.9329,48.3098,20.8071,0.1524,54.28,WARM
0.3992,57.4297,14.2388,45.6003,60.8076,62.665,0.3466,48.1,COLD
0.0351,15.5675,55.1035,47.8029,12.1107,43.6938,0.1131,33.56,COLD
0.1619,68.6129,42.2708,13.2032,61.0035,8.7572,0.4407,38.2,COLD
0.6393,91.6433,99.1486,70.1828,55.5323,98.3675,0.8873,76.6,HOT
0.7829,45.4769,65.407,99.2318,93.1929,24.4662,0.4809,66.69,WARM
0.2109,8.3083,93.5202,77.7922,41.2317,51.0965,0.4562,33.16,COLD
0.9174,57.9254,14.535,22.3112,78.2062,66.7288,0.2093,54.68,WARM
0.851,40.8517,45.0873,62.3123,30.4181,11.5089,0.3102,56.02,WARM
0.8484,81.0899,77.1608,29.4957,57.894,73.941,0.9366,69.28,WARM
0.2277,34.0344,36.7858,3.0177,92.697,64.8289,0.303,33.11,COLD
0.0505,87.4897,63.2508,17.9823,62.5071,49.3753,0.7314,43.81,COLD
0.8674,27.37,51.1702,10.2594,71.1159,52.833,0.0421,57.4,WARM
0.3058,15.7518,99.1929,19.5933,87.5985,95.4795,0.1283,51.61,WARM
0.6189,30.648,17.3873,79.5604,92.5424,91.0898,0.3115,64.67,WARM
0.76,3.4916,93.5349,29.2832,20.8275,11.1983,0.9014,43.15,COLD
0.1283,28.1246,40.1571,75.704,19.5838,36.8752,0.2193,34.95,COLD
0.7808,66.0118,46.7993,94.8863,55.0476,51.6771,0.7267,64.82,WARM
0.9385,14.2283,52.8602,57.4273,99.5516,91.9976,0.1675,75.02,HOT
0.7284,11.1365,26.5367,48.5409,49.0152,81.6563,0.6128,46.99,COLD
0.4412,13.2385,96.3657,75.0127,33.0905,38.6483,0.5868,62.02,WARM
0.8767,7.7552,91.1487,9.709,53.7261,88.621,0.6219,55.29,WARM
0.5275,87.4635,97.2905,42.8212,6.4396,37.8158,0.2863,68.62,WARM
0.7448,94.4115,99.692,49.8825,17.7207,27.1193,0.1621,70.0,WARM
0.8205,4.6561,66.98,83.1051,14.892,60.9893,0.8865,59.08,WARM
0.7494,76.0072,45.1685,81.4218,2.7916,35.5902,0.5694,52.92,WARM
0.2879,73.7152,85.0734,84.8265,72.2212,62.2408,0.212,66.87,WARM
0.1178,99.6909,2.3805,69.7873,32.5475,40.9684,0.4133,35.83,COLD
0.2383,34.7871,83.4404,53.0556,16.8536,79.5769,0.0671,48.49,COLD
0.5029,28.5509,49.7286,82.7879,51.2244,95.4311,0.4754,47.72,COLD
0.5053,45.3082,67.322,87.3282,32.3444,27.0309,0.4239,53.72,WARM
0.5826,85.6575,37.4046,48.0485,39.3018,51.001,0.1327,60.89,WARM
0.3951,72.8594,36.8623,98.5662,31.5532,72.4432,0.4444,59.74,WARM
0.7869,47.1624,3.1717,87.4818,0.3984,15.8519,0.6395,38.32,COLD
0.9132,24.4563,42.3789,51.047,68.8329,79.5906,0.9285,49.2,COLD
0.2467,72.7016,40.8354,6.9288,11.069,58.2972,0.7032,39.34,COLD
0.7365,85.4527,22.4791,22.4492,21.9142,14.9741,0.5024,54.96,WARM
0.678,39.9951,24.7323,77.6399,19.0317,86.823,0.7701,47.31,COLD
0.5231,66.8585,58.414,11.1154,33.1367,42.6701,0.2799,57.87,WARM
0.1885,40.0212,31.7771,46.98,16.0198,17.6619,0.6688,29.46,COLD
0.7952,47.8493,83.0252,60.4852,34.6952,19.5396,0.0051,50.76,WARM
0.9606,52.491,11.1385,87.8347,24.3264,78.5506,0.0726,52.4,WARM
0.7218,77.5726,57.7645,84.7114,6.1215,93.5716,0.6243,71.64,WARM
0.9179,97.7506,16.0045,76.4278,87.0563,37.825,0.1925,70.3,WARM
0.9842,44.4366,52.8241,40.7694,30.5581,7.8828,0.6887,61.43,WARM
0.3521,34.2315,55.2546,14.2249,9.5282,10.0823,0.6368,24.8,COLD
0.6382,37.3591,64.2298,66.9649,52.1526,65.4479,0.0637,58.67,WARM
0.4739,13.3889,42.7425,18.1289,12.3276,37.0752,0.3925,30.77,COLD
0.9866,29.6939,50.9475,56.1314,77.3093,42.6131,0.613,60.49,WARM
0.0938,8.6447,18.0953,98.0678,6.1578,33.7047,0.7135,24.48,COLD
0.4124,42.7894,46.3015,55.031,46.4636,46.5539,0.8161,43.87,COLD
0.8755,16.7357,37.303,64.5557,94.3826,64.3549,0.3304,59.13,WARM
0.2841,34.6407,66.6131,67.7575,15.8969,54.1139,0.8367,46.03,COLD
0.7878,79.3578,43.4822,83.0388,20.1369,16.4241,0.3543,61.64,WARM
0.3828,24.5928,77.9342,43.4981,60.0465,49.1289,0.007,53.55,WARM
0.98,61.1895,42.5992,49.751,97.9854,46.0613,0.61,61.12,WARM
0.8835,90.1181,23.5771,17.5972,38.5836,54.5737,0.2417,47.72,COLD
0.3013,56.6929,27.3689,61.468,64.8645,11.067,0.1244,46.24,COLD
0.7702,19.3793,4.5285,29.5758,15.2317,15.3527,0.2584,26.81,COLD
0.3369,34.4766,53.9919,50.7625,64.1397,53.0244,0.8279,43.55,COLD
0.6064,59.0369,83.0881,76.6557,25.2662,27.5435,0.914,57.3,WARM
0.6585,50.6611,76.9112,1.757,61.3288,62.9032,0.9617,51.5,WARM
0.8296,14.862,43.7789,56.3916,8.8661,37.2751,0.3028,38.25,COLD
0.0245,44.6796,19.612,17.3445,52.4969,22.0735,0.4559,20.68,COLD
0.2202,54.3067,86.3484,27.9383,23.7405,65.6395,0.8025,50.01,WARM
0.7119,26.7333,5.6781,3.4713,68.1709,39.3908,0.3179,35.54,COLD
0.5635,61.2446,39.9223,16.9463,74.767,15.7612,0.3851,48.44,COLD
0.4956,7.016,85.6615,98.6629,84.8143,80.8809,0.2373,59.81,WARM
0.0552,33.6607,39.3177,99.8523,99.2395,43.1759,0.5724,49.71,COLD
0.3483,80.4277,11.7875,71.9848,45.9355,91.507,0.6593,49.15,COLD
0.8651,25.9285,26.595,61.1857,67.0594,19.3401,0.3184,39.41,COLD
0.0309,60.5177,60.0029,77.7007,1.8424,87.635,0.0242,47.06,COLD
0.3964,41.003,15.2036,89.6554,90.5087,81.591,0.7359,55.65,WARM
0.9451,31.646,65.4935,51.9305,61.5743,10.3916,0.6166,55.25,WARM
0.0509,91.6132,43.8162,3.5284,42.1345,53.1681,0.219,44.41,COLD
0.7497,34.3262,33.439,70.9396,43.4313,65.3683,0.3146,49.56,COLD
0.2576,23.6676,24.0925,98.4603,75.7996,49.5482,0.9571,46.65,COLD
0.8666,90.9301,82.333,25.8053,83.347,39.0263,0.6302,81.15,HOT
0.7461,74.5944,39.6674,46.3466,80.7904,94.3842,0.5955,66.16,WARM
0.8857,68.18,73.8479,36.1274,51.0585,70.0821,0.6397,66.95,WARM
0.2159,4.9535,44.0355,39.0467,37.1147,96.587,0.9544,33.89,COLD
0.5313,13.1205,9.1867,72.14,94.5539,84.623,0.3399,54.62,WARM
0.7793,63.834,44.0506,37.8404,63.42,81.7131,0.2809,63.26,WARM
0.2457,20.9433,50.7688,94.1084,54.3653,72.5632,0.3767,58.02,WARM
0.2307,22.5638,45.7842,78.9658,59.8319,64.6079,0.8009,45.12,COLD
0.0272,77.9139,81.6242,2.7647,62.9867,88.6862,0.121,44.9,COLD
0.9585,28.5925,91.0851,81.8549,71.3073,61.341,0.2068,70.52,WARM
0.71,7.1587,78.6779,77.2857,55.3185,7.5288,0.2282,53.1,WARM
0.6356,3.6432,58.2782,51.6494,87.5355,58.2564,0.6364,40.39,COLD
0.744,44.3178,54.145,49.6817,85.9714,10.2835,0.6416,53.0,WARM
0.5316,61.7129,64.4616,83.5527,44.2258,94.9301,0.3719,62.71,WARM
0.4761,86.8885,28.783,42.4785,16.8536,64.6669,0.2762,50.76,WARM
0.4495,11.0804,81.1847,15.9462,57.6656,55.5646,0.7547,53.12,WARM
0.6404,19.6673,85.6848,31.2899,62.074,19.7821,0.0317,50.23,WARM
0.2015,52.9801,26.7217,26.5202,52.338,51.5767,0.7387,25.73,COLD
0.8881,36.4108,90.2818,68.1059,89.0578,34.2531,0.2103,65.52,WARM
0.8118,48.2537,84.8733,17.8873,9.302,67.5386,0.9028,58.6,WARM
0.3496,92.4125,42.4487,64.4772,28.7419,60.441,0.4137,54.77,WARM
0.5786,54.4892,90.9,46.5967,86.579,49.9307,0.6423,72.31,WARM
0.141,41.5121,12.0439,83.9661,93.9413,25.2741,0.121,43.55,COLD
0.9723,98.944,2.7987,48.4999,42.5925,52.5743,0.2539,66.1,WARM
0.9029,6.5216,34.7867,92.9804,19.2644,46.1697,0.7006,50.24,WARM
0.9219,93.2113,56.5436,90.0469,42.0329,85.1266,0.5504,84.72,HOT
0.3322,50.1662,35.1443,18.5288,45.6166,89.4337,0.7705,37.17,COLD
0.1691,50.3756,94.2068,68.6166,51.9569,75.9249,0.5634,61.07,WARM
0.2118,92.1964,25.471,21.4625,27.4353,31.964,0.5693,36.58,COLD
0.09,50.7324,28.1213,82.3304,31.2627,3.809,0.8583,26.64,COLD
0.1201,43.8407,63.4828,63.5723,65.5588,92.5336,0.4247,52.78,WARM
0.0713,27.2489,0.3864,29.4118,62.1794,99.2012,0.895,34.85,COLD
0.9898,65.8817,72.7557,24.9124,66.2103,12.7021,0.3722,62.07,WARM
0.0741,56.9645,37.7469,42.9578,37.7285,68.5616,0.3286,45.68,COLD
0.1325,21.4345,97.7748,80.0723,33.6457,42.5147,0.7794,38.5,COLD
0.8273,70.9413,69.1418,79.6162,35.1539,14.852,0.0115,59.66,WARM
0.5802,64.4087,5.2215,3.3376,95.1176,99.8101,0.1722,47.69,COLD
0.7744,39.7334,9.2628,30.2287,39.5245,93.3229,0.0718,45.12,COLD
0.6309,0.4401,8.8168,42.2851,60.6132,98.2609,0.5121,36.52,COLD
0.8822,44.6581,95.2622,58.5582,52.2843,14.3896,0.6281,66.16,WARM
0.6385,0.6058,68.4052,14.9527,87.6222,49.1925,0.0104,43.05,COLD
0.5221,7.4998,42.7606,33.5283,36.9117,89.5774,0.1615,38.99,COLD
0.7127,43.061,20.0483,88.5597,43.4144,67.5158,0.3025,56.21,WARM
0.4474,8.192,87.364,47.6548,84.2794,43.4602,0.2942,46.88,COLD
0.3461,27.5665,20.1556,74.4143,16.0958,51.6694,0.0971,35.6,COLD
0.4677,65.5491,70.6679,48.4779,59.4295,3.8602,0.1728,49.31,COLD
0.1697,30.8615,76.3324,46.4983,39.9908,61.1517,0.8471,36.74,COLD
0.7966,99.7649,29.4656,62.1926,98.5792,85.9716,0.7006,77.36,HOT
0.2607,91.6302,50.4915,25.9365,72.1384,0.2794,0.2961,54.61,WARM
0.1535,58.531,22.2989,24.9802,1.0556,15.9965,0.2634,30.78,COLD
0.2464,96.6947,37.893,98.9354,83.9474,51.799,0.0802,63.15,WARM
0.8421,86.8017,96.5134,86.8992,70.318,56.0964,0.3489,80.18,HOT
0.3302,31.8899,69.3138,73.7755,56.0961,34.3352,0.3981,47.17,COLD
0.686,74.9596,84.6614,13.7145,23.6128,2.7934,0.9042,59.06,WARM
0.8564,13.6832,54.06,3.0225,14.9317,74.36,0.7431,32.93,COLD
0.0777,68.4551,23.904,17.5413,62.84,24.2925,0.4792,29.94,COLD
0.765,49.1082,71.288,93.7731,43.994,64.4577,0.1349,71.79,WARM
0.3077,1.6826,50.0568,81.629,86.162,55.9147,0.6562,38.8,COLD
0.2166,27.423,17.6849,52.3076,26.2374,43.0838,0.936,31.33,COLD
0.6889,95.5382,41.243,96.8781,63.752,59.029,0.078,73.27,WARM
0.9098,31.5831,63.484,14.6582,24.8843,69.5039,0.8486,46.12,COLD
0.295,18.1454,73.5332,55.915,63.6317,57.2244,0.1801,46.62,COLD
0.5688,18.7531,24.3221,18.3222,4.8345,55.7525,0.7013,28.56,COLD
0.2898,47.9213,87.5997,30.6429,39.1707,43.6078,0.1839,49.3,COLD
0.5543,84.2649,37.9551,94.0135,17.2686,43.0035,0.6,61.78,WARM
0.6219,75.8002,27.1137,86.8279,60.5934,49.0966,0.2376,62.12,WARM
0.6103,43.6852,19.512,10.1799,31.6728,45.2078,0.5417,37.48,COLD
0.6235,20.8727,80.4171,24.9544,77.1533,43.9025,0.6002,53.14,WARM
0.1351,4.6065,35.4165,59.4507,11.4594,21.037,0.6185,17.67,COLD
0.6935,46.263,48.3399,6.1353,55.6213,72.4838,0.6828,49.84,COLD
0.6748,81.4775,22.282,55.0085,59.3678,13.2952,0.069,49.16,COLD
0.6826,72.9682,68.6091,58.4491,2.2104,90.871,0.7034,68.61,WARM
0.0741,40.8601,78.1033,29.0967,3.5986,62.4846,0.1546,40.03,COLD
0.4468,59.4703,33.9425,29.3123,30.824,4.8901,0.677,41.22,COLD
0.409,43.6247,94.5079,22.9079,60.9075,65.8999,0.124,62.54,WARM
0.0867,57.9016,3.0611,93.5676,96.263,36.1514,0.4794,39.99,COLD
0.2224,51.7505,13.2943,38.8871,9.0784,92.9765,0.3868,31.86,COLD
0.441,68.0967,58.8787,58.5269,70.3163,93.6075,0.9673,59.82,WARM
0.7429,50.7709,70.1407,30.1575,69.2716,84.5928,0.6308,54.65,WARM
0.2371,94.0611,25.0683,70.2664,66.9474,56.7849,0.0882,45.05,COLD
0.8297,42.8028,55.4071,10.1441,51.6147,91.9178,0.7009,59.37,WARM
0.5458,1.5916,31.8386,7.1642,96.6826,64.9808,0.1941,30.6,COLD
0.7604,23.6374,55.4089,74.4284,50.1775,87.5129,0.2862,54.38,WARM
0.4726,50.0607,65.9328,72.6668,83.8297,16.0053,0.3784,55.39,WARM
0.4992,54.0572,97.2808,26.5001,26.2521,90.418,0.7762,56.33,WARM
0.6197,55.2385,45.5697,35.5047,80.6308,66.1591,0.9441,60.09,WARM
0.928,71.4552,64.8216,95.7261,99.6546,30.3274,0.9243,78.11,HOT
0.4918,27.4648,57.8039,10.433,91.0086,99.7814,0.1707,46.0,COLD
